Unnamed: 0,Model,Price_w/o_shipping,Vendor,Date
112,Siemens iQ300 SX63EX02CE Großraum-Geschirrspüler,"€ 1339,00",sopo.at,2024-06-26
113,Siemens iQ300 SX63EX02CE Großraum-Geschirrspüler,"€ 1339,00",iQ shop,2024-06-26
114,Siemens iQ300 SX63EX02CE Großraum-Geschirrspüler,"€ 1339,00",iQ Shop,2024-06-26
115,Bosch Serie 6 SMV6YCX02E,"€ 665,00",tecedo.at,2024-06-26
116,Bosch Serie 6 SMV6YCX02E,"€ 756,28",Amazon.at,2024-06-26
117,Bosch Serie 6 SMV6YCX02E,"€ 759,99",Media Markt.at,2024-06-26
118,Bosch Serie 6 SMV6YCX02E,"€ 787,00",Alternate.at,2024-06-26
119,Bosch Serie 6 SMV6YCX02E,"€ 813,38",Mybauer.at,2024-06-26
120,Bosch Serie 6 SMV6YCX02E,"€ 839,99",Universal Versand,2024-06-26
121,Bosch Serie 6 SMV6YCX02E,"€ 839,99",OTTO Österreich,2024-06-26
122,Bosch Serie 6 SMV6YCX02E,"€ 916,43",Elektroshop Wagner AT,2024-06-26
123,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 754,28",Elektroshop Wagner AT,2024-06-26
124,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 819,00",Küchen & Wohnstudio Kutzer,2024-06-26
125,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 819,23",Mybauer.at,2024-06-26
126,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 826,88",Amazon.at,2024-06-26
127,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 829,99",Köck,2024-06-26
128,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 829,99",Servicehansa,2024-06-26
129,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 829,99",Media Markt.at,2024-06-26
130,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 829,99",Universal Versand,2024-06-26
131,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 829,99",OTTO Österreich,2024-06-26
132,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 849,00",Schreck,2024-06-26
133,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 852,18",Amazon.at,2024-06-26
134,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 888,99",Radio Krejcik Wien,2024-06-26
135,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 1249,00",Bosch Online Shop,2024-06-26
136,Bosch Serie 6 SBV6ZCX16E Großraum-Geschirrspüler,"€ 1919,00",sopo.at,2024-06-26
137,Hoover HI 6B4S1PTA,"€ 299,00",Köck,2024-06-26
138,Hoover HI 6B4S1PTA,"€ 299,00",Servicehansa,2024-06-26
139,Siemens iQ500 SN55YS00AE,"€ 680,00",sopo.at,2024-06-26
140,Siemens iQ500 SN55YS00AE,"€ 749,00",Köck,2024-06-26
141,Siemens iQ500 SN55YS00AE,"€ 749,00",akatronik,2024-06-26
142,Siemens iQ500 SN55YS00AE,"€ 749,00",Servicehansa,2024-06-26
143,Siemens iQ500 SN55YS00AE,"€ 749,00",Media Markt.at,2024-06-26
144,Siemens iQ500 SN55YS00AE,"€ 749,96",Radio Krejcik Wien,2024-06-26
145,Siemens iQ500 SN55YS00AE,"€ 750,00",electronic4you,2024-06-26
146,Siemens iQ500 SN55YS00AE,"€ 750,00",Majdic,2024-06-26
147,Siemens iQ500 SN55YS00AE,"€ 750,00",electronic4you,2024-06-26
148,Siemens iQ500 SN55YS00AE,"€ 779,00",ek-online,2024-06-26
149,Siemens iQ500 SN55YS00AE,"€ 799,00",Siemens Online Shop,2024-06-26
150,Siemens iQ500 SN55YS00AE,"€ 806,71",Amazon.at,2024-06-26
151,Siemens iQ500 SN55YS00AE,"€ 817,00",Alternate.at,2024-06-26
152,Siemens iQ500 SN55YS00AE,"€ 819,99",Universal Versand,2024-06-26
153,Siemens iQ500 SN55YS00AE,"€ 819,99",OTTO Österreich,2024-06-26
154,Siemens iQ500 SN55YS00AE,"€ 834,00",XXL Resch,2024-06-26
155,Siemens iQ500 SN55YS00AE,"€ 913,86",0815,2024-06-26
156,Siemens iQ500 SN55YS00AE,"€ 933,47",Elektroshop Wagner AT,2024-06-26
157,Siemens iQ500 SN55YS00AE,"€ 958,09",Mybauer.at,2024-06-26
158,Siemens iQ500 SN55YS00AE,"€ 974,00",e-tec.at,2024-06-26
159,Siemens iQ500 SN55YS00AE,"€ 1225,83",mylemon.at,2024-06-26
160,Siemens iQ500 SN55YS00AE,"€ 1440,83",W-Wohnen,2024-06-26
161,Bosch Serie 6 SMV6ZCX16E,"€ 779,00",Köck,2024-06-26
162,Bosch Serie 6 SMV6ZCX16E,"€ 779,00",akatronik,2024-06-26
163,Bosch Serie 6 SMV6ZCX16E,"€ 779,00",Servicehansa,2024-06-26
164,Bosch Serie 6 SMV6ZCX16E,"€ 783,65",Mybauer.at,2024-06-26
165,Bosch Serie 6 SMV6ZCX16E,"€ 799,00",Küchen & Wohnstudio Kutzer,2024-06-26
166,Bosch Serie 6 SMV6ZCX16E,"€ 806,71",Amazon.at,2024-06-26
167,Bosch Serie 6 SMV6ZCX16E,"€ 807,00",Alternate.at,2024-06-26
168,Bosch Serie 6 SMV6ZCX16E,"€ 817,81",Elektroshop Wagner AT,2024-06-26
169,Bosch Serie 6 SMV6ZCX16E,"€ 824,72",Radio Krejcik Wien,2024-06-26
170,Bosch Serie 6 SMV6ZCX16E,"€ 829,99",Media Markt.at,2024-06-26
171,Bosch Serie 6 SMV6ZCX16E,"€ 829,99",Universal Versand,2024-06-26
172,Bosch Serie 6 SMV6ZCX16E,"€ 829,99",OTTO Österreich,2024-06-26
173,Bosch Serie 6 SMV6ZCX16E,"€ 1219,00",Bosch Online Shop,2024-06-26
174,Bosch Serie 6 SMV6ZCX16E,"€ 1221,49",mylemon.at,2024-06-26
175,Bosch Serie 6 SMV6ZCX16E,"€ 1899,00",sopo.at,2024-06-26
176,Siemens iQ300 SN63EX14VE,"€ 473,94",Amazon.at,2024-06-26
177,Siemens iQ300 SN63EX14VE,"€ 509,99",akatronik,2024-06-26
178,Siemens iQ300 SN63EX14VE,"€ 509,99",Media Markt.at,2024-06-26
179,Siemens iQ300 SN63EX14VE,"€ 523,36",Elektroshop Wagner AT,2024-06-26
180,Siemens iQ300 SN63EX14VE,"€ 525,00",Köck,2024-06-26
181,Siemens iQ300 SN63EX14VE,"€ 525,00",ek-online,2024-06-26
182,Siemens iQ300 SN63EX14VE,"€ 525,00",Servicehansa,2024-06-26
183,Siemens iQ300 SN63EX14VE,"€ 541,37",Radio Krejcik Wien,2024-06-26
184,Siemens iQ300 SN63EX14VE,"€ 579,99",Universal Versand,2024-06-26
185,Siemens iQ300 SN63EX14VE,"€ 579,99",OTTO Österreich,2024-06-26
186,Siemens iQ300 SN63EX14VE,"€ 584,00",e-tec.at,2024-06-26
187,Siemens iQ300 SN63EX14VE,"€ 584,00",XXL Resch,2024-06-26
188,Siemens iQ300 SN63EX14VE,"€ 599,00",Schreck,2024-06-26
189,Siemens iQ300 SN63EX14VE,"€ 656,00",Alternate.at,2024-06-26
190,Siemens iQ300 SN63EX14VE,"€ 669,73",0815,2024-06-26
191,Siemens iQ300 SN63EX14VE,"€ 744,00",ms-it-beratung,2024-06-26
192,Siemens iQ300 SN63EX14VE,"€ 797,00",mylemon.at,2024-06-26
193,Siemens iQ300 SN63EX14VE,"€ 819,00",Siemens Online Shop,2024-06-26
194,Siemens iQ300 SN63EX14VE,"€ 1319,00",sopo.at,2024-06-26
195,Bosch Serie 4 SMI4EVS15E,"€ 491,08",Elektroshop Wagner AT,2024-06-26
196,Bosch Serie 4 SMI4EVS15E,"€ 524,36",Amazon.at,2024-06-26
197,Bosch Serie 4 SMI4EVS15E,"€ 539,99",Köck,2024-06-26
198,Bosch Serie 4 SMI4EVS15E,"€ 539,99",Küchen & Wohnstudio Kutzer,2024-06-26
199,Bosch Serie 4 SMI4EVS15E,"€ 539,99",Servicehansa,2024-06-26
200,Bosch Serie 4 SMI4EVS15E,"€ 539,99",Media Markt.at,2024-06-26
201,Bosch Serie 4 SMI4EVS15E,"€ 556,03",Mybauer.at,2024-06-26
202,Bosch Serie 4 SMI4EVS15E,"€ 699,00",elektro-a-markt,2024-06-26
203,Bosch Serie 4 SMI4EVS15E,"€ 819,00",Bosch Online Shop,2024-06-26
204,Bosch Serie 4 SMI4EVS15E,"€ 1319,00",sopo.at,2024-06-26
205,Bosch Serie 4 SMI4ETS00E,"€ 460,90",Amazon.at,2024-06-26
206,Bosch Serie 4 SMI4ETS00E,"€ 554,00",Alternate.at,2024-06-26
207,Bosch Serie 4 SMI4ETS00E,"€ 559,99",Universal Versand,2024-06-26
208,Bosch Serie 4 SMI4ETS00E,"€ 559,99",OTTO Österreich,2024-06-26
209,Bosch Serie 4 SMI4ETS00E,"€ 569,99",Media Markt.at,2024-06-26
210,Bosch Serie 4 SMI4ETS00E,"€ 624,21",Elektroshop Wagner AT,2024-06-26
211,Siemens iQ700 SN87TX00CE,"€ 949,00",Köck,2024-06-26
212,Siemens iQ700 SN87TX00CE,"€ 949,00",akatronik,2024-06-26
213,Siemens iQ700 SN87TX00CE,"€ 949,00",0815,2024-06-26
214,Siemens iQ700 SN87TX00CE,"€ 949,00",electronic4you,2024-06-26
215,Siemens iQ700 SN87TX00CE,"€ 949,00",Majdic,2024-06-26
216,Siemens iQ700 SN87TX00CE,"€ 949,00",Mybauer.at,2024-06-26
217,Siemens iQ700 SN87TX00CE,"€ 949,00",Servicehansa,2024-06-26
218,Siemens iQ700 SN87TX00CE,"€ 949,00",electronic4you,2024-06-26
219,Siemens iQ700 SN87TX00CE,"€ 970,07",Elektroshop Wagner AT,2024-06-26
220,Siemens iQ700 SN87TX00CE,"€ 979,99",Media Markt.at,2024-06-26
221,Siemens iQ700 SN87TX00CE,"€ 988,00",Alternate.at,2024-06-26
222,Siemens iQ700 SN87TX00CE,"€ 989,00",mörth online,2024-06-26
223,Siemens iQ700 SN87TX00CE,"€ 1004,06",Amazon.at,2024-06-26
224,Siemens iQ700 SN87TX00CE,"€ 1059,99",Universal Versand,2024-06-26
225,Siemens iQ700 SN87TX00CE,"€ 1059,99",OTTO Österreich,2024-06-26
226,Siemens iQ700 SN87TX00CE,"€ 1159,00",Küchen & Wohnstudio Kutzer,2024-06-26
227,Siemens iQ700 SN87TX00CE,"€ 1664,40",Radio Krejcik Wien,2024-06-26
228,Siemens iQ700 SN87TX00CE,"€ 1719,00",Siemens Online Shop,2024-06-26
229,Siemens iQ700 SN87TX00CE,"€ 1832,50",W-Wohnen,2024-06-26
230,Siemens iQ700 SN87TX00CE,"€ 2199,00",sopo.at,2024-06-26
231,Gorenje GI520E15X,"€ 318,00",Köck,2024-06-26
232,Gorenje GI520E15X,"€ 318,00",akatronik,2024-06-26
233,Gorenje GI520E15X,"€ 318,00",0815,2024-06-26
234,Gorenje GI520E15X,"€ 318,00",Servicehansa,2024-06-26
235,Gorenje GI520E15X,"€ 357,93",Elektroshop Wagner AT,2024-06-26
236,Gorenje GI520E15X,"€ 359,99",ek-online,2024-06-26
237,Gorenje GI520E15X,"€ 359,99",Universal Versand,2024-06-26
238,Gorenje GI520E15X,"€ 359,99",OTTO Österreich,2024-06-26
239,Gorenje GI520E15X,"€ 399,99",Media Markt.at,2024-06-26
240,Gorenje GI520E15X,"€ 400,00",e-tec.at,2024-06-26
241,Gorenje GI520E15X,"€ 415,00",Radio Krejcik Wien,2024-06-26
242,Gorenje GI520E15X,"€ 415,00",Conrad.at,2024-06-26
243,Gorenje GI520E15X,"€ 429,00",elektro tisch,2024-06-26
244,Gorenje GI520E15X,"€ 449,00",Expert,2024-06-26
245,Gorenje GI520E15X,"€ 449,00",Elektro Sandleiten,2024-06-26
246,Gorenje GI520E15X,"€ 449,00",etisch,2024-06-26
247,Gorenje GI520E15X,"€ 499,00",mörth online,2024-06-26
248,Gorenje GI520E15X,"€ 499,99",neckermann.at,2024-06-26
249,Gorenje GI520E15X,"€ 519,28",Di-Life,2024-06-26
250,Gorenje GI520E15X,"€ 559,00",Küchen & Wohnstudio Kutzer,2024-06-26
251,Gorenje GI520E15X,"€ 559,00",iQ shop,2024-06-26
252,Gorenje GI520E15X,"€ 559,00",iQ Shop,2024-06-26
253,Hisense HI620D10X,"€ 355,00",Köck,2024-06-26
254,Hisense HI620D10X,"€ 355,00",Radio Krejcik Wien,2024-06-26
255,Hisense HI620D10X,"€ 355,00",sopo.at,2024-06-26
256,Hisense HI620D10X,"€ 355,00",Servicehansa,2024-06-26
257,Hisense HI620D10X,"€ 369,99",Media Markt.at,2024-06-26
258,Hisense HI620D10X,"€ 399,00",sabi-online,2024-06-26
259,Hisense HI620D10X,"€ 412,50",techonly,2024-06-26
260,Hisense HI620D10X,"€ 419,00",Conrad.at,2024-06-26
261,Hisense HI620D10X,"€ 489,00",elektro tisch,2024-06-26
262,Hisense HI620D10X,"€ 494,00",e-tec.at,2024-06-26
263,Hisense HI620D10X,"€ 499,00",Expert,2024-06-26
264,Hisense HI620D10X,"€ 499,00",etisch,2024-06-26
265,Hisense HI620D10X,"€ 499,00",Red Zac,2024-06-26
266,Hisense HI620D10X,"€ 633,19",Di-Life,2024-06-26
267,Hisense HI620D10X,"€ 679,00",iQ shop,2024-06-26
268,Hisense HI620D10X,"€ 679,00",iQ Shop,2024-06-26
269,Siemens iQ500 SN55TS00CE,"€ 807,00",Alternate.at,2024-06-26
270,Siemens iQ500 SN55TS00CE,"€ 829,00",Köck,2024-06-26
271,Siemens iQ500 SN55TS00CE,"€ 829,00",ek-online,2024-06-26
272,Siemens iQ500 SN55TS00CE,"€ 829,00",electronic4you,2024-06-26
273,Siemens iQ500 SN55TS00CE,"€ 829,00",Majdic,2024-06-26
274,Siemens iQ500 SN55TS00CE,"€ 829,00",Mybauer.at,2024-06-26
275,Siemens iQ500 SN55TS00CE,"€ 829,00",Servicehansa,2024-06-26
276,Siemens iQ500 SN55TS00CE,"€ 829,00",electronic4you,2024-06-26
277,Siemens iQ500 SN55TS00CE,"€ 829,00",Siemens Online Shop,2024-06-26
278,Siemens iQ500 SN55TS00CE,"€ 831,00",akatronik,2024-06-26
279,Siemens iQ500 SN55TS00CE,"€ 858,85",e-tec.at,2024-06-26
280,Siemens iQ500 SN55TS00CE,"€ 869,99",Media Markt.at,2024-06-26
281,Siemens iQ500 SN55TS00CE,"€ 886,76",Radio Krejcik Wien,2024-06-26
282,Siemens iQ500 SN55TS00CE,"€ 888,00",XXL Resch,2024-06-26
283,Siemens iQ500 SN55TS00CE,"€ 917,69",Amazon.at,2024-06-26
284,Siemens iQ500 SN55TS00CE,"€ 949,49",Elektroshop Wagner AT,2024-06-26
285,Siemens iQ500 SN55TS00CE,"€ 982,06",sopo.at,2024-06-26
286,Siemens iQ500 SN55TS00CE,"€ 999,99",Universal Versand,2024-06-26
287,Siemens iQ500 SN55TS00CE,"€ 999,99",OTTO Österreich,2024-06-26
288,Siemens iQ500 SN55TS00CE,"€ 1008,00",sabi-online,2024-06-26
289,Siemens iQ500 SN55TS00CE,"€ 1098,00",Küchen & Wohnstudio Kutzer,2024-06-26
290,Siemens iQ500 SN55TS00CE,"€ 1280,20",mylemon.at,2024-06-26
291,Siemens iQ500 SN55TS00CE,"€ 1390,90",techonly,2024-06-26
292,Siemens iQ500 SN55TS00CE,"€ 1621,16",Di-Life,2024-06-26
293,Siemens iQ500 SN55TS00CE,"€ 2075,00",iQ shop,2024-06-26
294,Siemens iQ500 SN55TS00CE,"€ 2075,00",iQ Shop,2024-06-26
295,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 620,17",Amazon.at,2024-06-26
296,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 649,99",Köck,2024-06-26
297,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 649,99",Radio Krejcik Wien,2024-06-26
298,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 649,99",Servicehansa,2024-06-26
299,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 649,99",Media Markt.at,2024-06-26
300,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 678,99",Mybauer.at,2024-06-26
301,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 679,00",Küchen & Wohnstudio Kutzer,2024-06-26
302,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 686,00",Alternate.at,2024-06-26
303,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 699,00",Schreck,2024-06-26
304,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 709,99",Universal Versand,2024-06-26
305,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 709,99",OTTO Österreich,2024-06-26
306,Bosch Serie 4 SBI4ECS21E Großraum-Geschirrspüler,"€ 753,14",Elektroshop Wagner AT,2024-06-26
